game_id,move_index,phase,current_player,hole,placed_r,placed_b,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,action_type,action_a,action_b,result
game_1770664958708_846497,0,placement,R,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,2,1,R
game_1770664958708_846497,1,placementSlide,R,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,1,-1,R
game_1770664958708_846497,2,placement,B,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,0,3,R
game_1770664958708_846497,3,placementSlide,B,1,1,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,2,-1,R
game_1770664958708_846497,4,placement,R,2,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,1,3,R
game_1770664958708_846497,5,placementSlide,R,2,2,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,5,-1,R
game_1770664958708_846497,6,placement,B,5,2,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,1,2,R
game_1770664958708_846497,7,placementSlide,B,5,2,2,0,0,0,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,8,-1,R
game_1770664958708_846497,8,placement,R,8,2,2,0,0,0,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,2,2,R
game_1770664958708_846497,9,placementSlide,R,8,3,2,0,0,0,-1,0,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,7,-1,R
game_1770664958708_846497,10,placement,B,7,3,2,0,0,0,-1,0,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,2,0,R
game_1770664958708_846497,11,placementSlide,B,7,3,3,0,0,0,-1,0,1,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,4,-1,R
game_1770664958708_846497,12,placement,R,4,3,3,0,0,0,-1,0,1,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,5,0,R
game_1770664958708_846497,13,placementSlide,R,4,4,3,0,0,0,-1,0,1,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,1,-1,R
game_1770664958708_846497,14,placement,B,1,4,3,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,6,2,R
game_1770664958708_846497,15,placementSlide,B,1,4,4,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,slide,0,-1,R
game_1770664958708_846497,16,placement,R,0,4,4,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,place,5,2,R
