game_id,move_index,phase,current_player,hole,placed_r,placed_b,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,action_type,action_a,action_b,result
game_1770664969673_313777,0,placement,R,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,0,3,B
game_1770664969673_313777,1,placementSlide,R,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,1,-1,B
game_1770664969673_313777,2,placement,B,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,2,2,B
game_1770664969673_313777,3,placementSlide,B,1,1,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,2,-1,B
game_1770664969673_313777,4,placement,R,2,1,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,5,2,B
game_1770664969673_313777,5,placementSlide,R,2,2,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,5,-1,B
game_1770664969673_313777,6,placement,B,5,2,1,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,1,3,B
game_1770664969673_313777,7,placementSlide,B,5,2,2,0,0,0,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,8,-1,B
game_1770664969673_313777,8,placement,R,8,2,2,0,0,0,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,0,2,B
game_1770664969673_313777,9,placementSlide,R,8,3,2,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,7,-1,B
game_1770664969673_313777,10,placement,B,7,3,2,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,4,1,B
game_1770664969673_313777,11,placementSlide,B,7,3,3,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slide,6,-1,B
game_1770664969673_313777,12,placement,R,6,3,3,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,place,7,2,B
game_1770664969673_313777,13,placementSlide,R,6,4,3,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,slide,3,-1,B
game_1770664969673_313777,14,placement,B,3,4,3,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,place,6,0,B
game_1770664969673_313777,15,placementSlide,B,3,4,4,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,slide,0,-1,B
game_1770664969673_313777,16,placement,R,0,4,4,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,place,4,0,B
game_1770664969673_313777,17,placementSlide,R,0,5,4,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,slide,1,-1,B
game_1770664969673_313777,18,placement,B,1,5,4,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,place,3,1,B
game_1770664969673_313777,19,placementSlide,B,1,5,5,0,0,-1,-1,0,0,0,0,0,0,1,0,0,-1,1,1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,slide,4,-1,B
game_1770664969673_313777,20,placement,R,4,5,5,0,0,-1,-1,1,-1,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,place,2,1,B
game_1770664969673_313777,21,placementSlide,R,4,6,5,0,0,-1,-1,1,-1,0,0,0,1,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,slide,3,-1,B
game_1770664969673_313777,22,placement,B,3,6,5,0,0,-1,-1,1,-1,0,0,0,1,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,place,0,0,B
game_1770664969673_313777,23,placementSlide,B,3,6,6,-1,0,-1,-1,1,-1,0,0,0,1,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,slide,0,-1,B
game_1770664969673_313777,24,placement,R,0,6,6,0,0,0,0,1,-1,0,0,0,1,1,0,-1,0,-1,-1,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,place,6,1,B
game_1770664969673_313777,25,placementSlide,R,0,7,6,0,0,0,0,1,-1,0,0,0,1,1,0,-1,0,-1,-1,0,-1,1,1,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,slide,1,-1,B
game_1770664969673_313777,26,placement,B,1,7,6,1,-1,0,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,-1,1,1,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,place,3,1,B
